985161895014367232|Sat Apr 14 14:24:33 +0000 2018|nemi chand|RT @cpimspeak: 1st Political Murder of the BJP-IPFT regime has been executed in Shantirbazar Subdivision of South Tripura last night. CPIM…|0|CPI (M)|889|2210|6884|[-95.893944, 29.39027, -94.943367, 30.236691]
985161897593974786|Sat Apr 14 14:24:34 +0000 2018|Jaspreet Sidhu|"RT @puchu_insa: #SaintMSG_Initiative85 
At @derasachasauda depressed people r encouraged to fight their problems instead of committing suic…"|0|Neha Tyagi|9|111|1753|[-95.893944, 29.39027, -94.943367, 30.236691]
985161900244783106|Sat Apr 14 14:24:35 +0000 2018|Ev.👑|RT @haveuseenhannah: a while ago i was reading that a kid was always running from the bus to stop his sister from committing suicide and on…|0|Hannah🧜🏾‍♀️|484|220|35710|[-95.893944, 29.39027, -94.943367, 30.236691]
985161919769096192|Sat Apr 14 14:24:39 +0000 2018|fentepc@gmail.com|@GuruLeaks @SettuOfficial Eandi, people r worrying for water?? Farmers get suicide? Is cricket so important?? Ungalaelam serupala adikinumdi|0|CSK Guru official ™|191|1860|1798|[-95.893944, 29.39027, -94.943367, 30.236691]
985161934503739392|Sat Apr 14 14:24:43 +0000 2018|ऋषभ सिंह|RT @PMuralidharRao: Siddaramaiah ji's home district Mysuru recorded 270 farmer suicide incidents which is highest in the state. This is a t…|0|P Muralidhar Rao|65|119|690|[-95.893944, 29.39027, -94.943367, 30.236691]
985161936718520320|Sat Apr 14 14:24:43 +0000 2018|Michele McKinney|@Sathnam At first didn’t realize you were referring to the xenophobic behavior in the UK. Being in the US, obviousl… https://t.co/84ElAWaoDE|0|Sathnam Sanghera|31|160|615|[-95.893944, 29.39027, -94.943367, 30.236691]
985161939532861440|Sat Apr 14 14:24:44 +0000 2018|Dominik|"RT @DinaPomeranz: Global causes of death in 2016

Diarrheal diseases: 3.03%

Intentional injuries: 2.47%
  Suicide 1.49% 
  Homicide 0.71%…"|0|Dina D. Pomeranz|270|1044|4014|[-95.893944, 29.39027, -94.943367, 30.236691]
985161949678682113|Sat Apr 14 14:24:46 +0000 2018|maj|"RT @_sighaurora: he sighed, ""don't commit suicide, please.""

i laughed, ""it's ironic.""

""what's ironic?"" he asked

""i used to tell them tho…"|0|🍂|7171|2343|108292|[-95.893944, 29.39027, -94.943367, 30.236691]
985161954267451392|Sat Apr 14 14:24:47 +0000 2018|Rose Silva|@chief_manley @Austin_Police RIP Officer Wiley|0|Chief Brian Manley|165|92|793|[-95.893944, 29.39027, -94.943367, 30.236691]
985161963683577856|Sat Apr 14 14:24:50 +0000 2018|Tubby McFats|@javier_martin @JMcDonald_SAEN If we can get value, absolutely agree. If a great trade ain't there, i try to fix it… https://t.co/qh1BYEYKZD|0|Javier Martin|64|120|3906|[-95.893944, 29.39027, -94.943367, 30.236691]
985161964757364736|Sat Apr 14 14:24:50 +0000 2018|Hln 🌹|RT @AMG_Daily: ⚫️☠️ Suicide Squad ☠️⚫️ #Nwaar https://t.co/ky16r9UAtB|0|AMG Daily.|1026|579|14803|[-95.893944, 29.39027, -94.943367, 30.236691]
985161969283096579|Sat Apr 14 14:24:51 +0000 2018|Akhona M|RT @AMG_Daily: ⚫️☠️ Suicide Squad ☠️⚫️ #Nwaar https://t.co/ky16r9UAtB|0|AMG Daily.|203|446|467|[-95.893944, 29.39027, -94.943367, 30.236691]
985161983514365952|Sat Apr 14 14:24:54 +0000 2018|Skayed Twist'd☃Mind™|"@chiyoun7 @PhysioNiyi No nah.... Suicide mission...  Multiple suicide... It's a ""We die here today"" matter"|0|🇳🇬🇫🇯PAUL C. DAVID|335|423|2435|[-95.893944, 29.39027, -94.943367, 30.236691]
985161990091018240|Sat Apr 14 14:24:56 +0000 2018|Roll Damn Tide|@MiAmorMo Lol! I swear; they ate my food too|0|M’Baku’s Boo|23047|8697|140067|[-95.893944, 29.39027, -94.943367, 30.236691]
985161997762342912|Sat Apr 14 14:24:58 +0000 2018|Cyan Lana 🐝|RT @PhoneRankine: @Avery1776 @almostjingo @connieketchup @BabeReflex_8 @damartin32 @Based_Basterd Forensic Auditor CHARLES ORTEL calls the…|0|james.rankine.phone@gmail.com|1809|969|40464|[-95.893944, 29.39027, -94.943367, 30.236691]
985162000572575744|Sat Apr 14 14:24:59 +0000 2018|Michael Winegeart|@whiteguyskeptic @Truthbknown1111 @samkennedy77 David ,when is the last time you meet with the President. One minut… https://t.co/Cl8O6sMC9c|0|David E Hess|40|148|3180|[-95.893944, 29.39027, -94.943367, 30.236691]
985162003554684928|Sat Apr 14 14:24:59 +0000 2018|Jenn Broekman|"RT @MavenOfMayhem: It never fails. Every time I talk about supporting my trans child, someone screams ""That's child abuse!""

No. To me, inc…"|0|Amanda Jette Knox|716|323|11992|[-95.893944, 29.39027, -94.943367, 30.236691]
985162025469906946|Sat Apr 14 14:25:04 +0000 2018|Jaspreet Sidhu|"RT @Gurpanthinsan: #SaintMSG_Initiative85
#नई_जीवनधारा is to motivate people to fight problems instead of get depressed &amp; commit suicide. S…"|0|🇬 🇺 🇷 🇵 🇦 🇳 🇹 🇭|9|111|1763|[-95.893944, 29.39027, -94.943367, 30.236691]
985162025386041349|Sat Apr 14 14:25:04 +0000 2018|Madhur Gupta|RT @Ish_Bhandari: Delhi Police to Charge SHASHI Tharoor with s 306 abetment to Suicide &amp; destruction of evidence in Sunanda Pushkar Murder.…|0|Ishkaran Singh Bhandari|87|62|6964|[-95.893944, 29.39027, -94.943367, 30.236691]
