986357740707680256|Tue Apr 17 21:36:25 +0000 2018|janakaystl|Hard won pull. *eyeroll* - Drinking a Dakine Tropical IPA by @4handsbrewery @ Germania Brew Haus  — https://t.co/L76GVO2mKq #photo|0|.|235|594|6470|(-91.513079, 36.970298, -87.019935, 42.508338)
986357742800687104|Tue Apr 17 21:36:26 +0000 2018|rat.|@supakels_cole @arigrndbtr @gabri3lmorais @MxxNchiIld @DashawnNunn @forevertwent @Kevingotfans @NICKIBBMAS__… https://t.co/YdjdHz3nOH|0|Kelsey💧|161|238|2245|(-91.513079, 36.970298, -87.019935, 42.508338)
986357746705534981|Tue Apr 17 21:36:27 +0000 2018|Li|@hanni_pop Some guy on train|0|hanni|70|98|3101|(-91.513079, 36.970298, -87.019935, 42.508338)
986357748068769792|Tue Apr 17 21:36:27 +0000 2018|Emily Kumlien|#blessed @uwhealth fun part of my job! https://t.co/wAHWhNl5hq|0|UW Health|626|1505|5542|(-91.513079, 36.970298, -87.019935, 42.508338)
986357750274945024|Tue Apr 17 21:36:27 +0000 2018|Rick March|@realDonaldTrump You have no idea. None. Zip. Zero.|0|Donald J. Trump|595|437|6171|(-91.513079, 36.970298, -87.019935, 42.508338)
986357768851468288|Tue Apr 17 21:36:32 +0000 2018|Olivia Krauth|@TBSavage @MattJonesRadio @MattBevin It's my understanding that it's partially state funding, partially federal funding.|0|Thomas Savage|1986|345|15867|(-91.513079, 36.970298, -87.019935, 42.508338)
986357783615418368|Tue Apr 17 21:36:35 +0000 2018|Jacob J.  Muckey|@charityf281 And you get to take an extra somebody with??😉😏|0|Charity Wills|156|200|1149|(-91.513079, 36.970298, -87.019935, 42.508338)
986357789869133824|Tue Apr 17 21:36:37 +0000 2018|Andy Wagner|@thebradfordfile @realDonaldTrump AMERICA WAS ALWAYS GREAT|0|thebradfordfile|427|995|13920|(-91.513079, 36.970298, -87.019935, 42.508338)
986357804775755776|Tue Apr 17 21:36:40 +0000 2018|rosscmary@gmail.com|@PrisonPlanet Dumbasses|0|Paul Joseph Watson|2912|3040|29247|(-91.513079, 36.970298, -87.019935, 42.508338)
986357806466035713|Tue Apr 17 21:36:41 +0000 2018|Sandy Wilson|@CUCbaseball all CUC sports are now being imported to our baseball calendars -please resolve. Thanks!|0|CUCbaseball|149|1109|6460|(-91.513079, 36.970298, -87.019935, 42.508338)
986357817895505920|Tue Apr 17 21:36:44 +0000 2018|Kailey Knoppe|Happyyy Birthdayy to the sexiest girl alive!!! @alainajvmes I LOVE YOUU SO MUCHH😍❤️ I hope you have the best day babyy😘|0|Alaina James|840|651|1220|(-91.513079, 36.970298, -87.019935, 42.508338)
986357825969549317|Tue Apr 17 21:36:46 +0000 2018|Karen Young|@sam_bova What he can't pull the wool over your eyes either!!! Welcome !!! Keep doing what you're doing.  😀😀😉|0|Sam Bova|649|1207|6392|(-91.513079, 36.970298, -87.019935, 42.508338)
