987096485215940608|Thu Apr 19 22:31:56 +0000 2018|kermit ♡ jonghyun|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|1213|666|20862|(-124.482003, 32.528832, -114.131211, 42.009517)
987096485362847744|Thu Apr 19 22:31:56 +0000 2018|Nine 🏁|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|460|340|79597|(-124.482003, 32.528832, -114.131211, 42.009517)
987096486411292672|Thu Apr 19 22:31:56 +0000 2018|brenda 🌱|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|1233|115|9281|(-124.482003, 32.528832, -114.131211, 42.009517)
987096488001134593|Thu Apr 19 22:31:56 +0000 2018|kyana|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|2177|295|49667|(-124.482003, 32.528832, -114.131211, 42.009517)
987096489666236416|Thu Apr 19 22:31:57 +0000 2018|✨D✨|RT @The__Prototype: Nicki really worked her ass off all these years to end up in the same category with the disrespectful little white girl…|0|ㅤً|296|181|17633|(-124.482003, 32.528832, -114.131211, 42.009517)
987096490517585920|Thu Apr 19 22:31:57 +0000 2018|Mrs. Castle 🇺🇸✝️🌸|@realDonaldTrump Thank you for trying to protect us|0|Donald J. Trump|619|1465|19114|(-124.482003, 32.528832, -114.131211, 42.009517)
987096490861412352|Thu Apr 19 22:31:57 +0000 2018|YSL|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|418|250|39169|(-124.482003, 32.528832, -114.131211, 42.009517)
987096491482341376|Thu Apr 19 22:31:57 +0000 2018|Sophie|RT @kaitlynnatwell_: Imagine watching a video of a human getting their limbs cut off while they are still alive. These beings have nerves a…|0|Moon Child Ⓥ|880|603|8271|(-124.482003, 32.528832, -114.131211, 42.009517)
987096492430254080|Thu Apr 19 22:31:57 +0000 2018|peyt|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|500|470|35587|(-124.482003, 32.528832, -114.131211, 42.009517)
987096493277569024|Thu Apr 19 22:31:58 +0000 2018|Yanna ✨❤️|RT @cheating: my playlist is so crazy got u thinkin i’m depressed to in-love and then a heartless savage|0|𝓫𝓸𝓸|279|556|1885|(-124.482003, 32.528832, -114.131211, 42.009517)
987096494095257600|Thu Apr 19 22:31:58 +0000 2018|Rvsengvn|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|338|276|38941|(-124.482003, 32.528832, -114.131211, 42.009517)
987096494921650177|Thu Apr 19 22:31:58 +0000 2018|jo|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|1136|144|41051|(-124.482003, 32.528832, -114.131211, 42.009517)
987096494556655618|Thu Apr 19 22:31:58 +0000 2018|William Hooper|@SinBinVegas Amen!!!|0|SinBin.vegas|84|401|976|(-124.482003, 32.528832, -114.131211, 42.009517)
987096495781498881|Thu Apr 19 22:31:58 +0000 2018|LETHAL|RT @Y0UNGGOTH: I feel attacked :/ https://t.co/TFVc5J5x4s|0|dylan🍒☠️|273|367|8518|(-124.482003, 32.528832, -114.131211, 42.009517)
987096498344251397|Thu Apr 19 22:31:59 +0000 2018|The Saint|RT @NewPutty: Drake and Josh got trapped in Castlevania https://t.co/XUw2j2EjiG|0|Neweegee|448|575|63219|(-124.482003, 32.528832, -114.131211, 42.009517)
