987110789248057344|Thu Apr 19 23:28:46 +0000 2018|Lydia Barnhart|RT @yoursgrethan: After two years of self harm,suicidal thoughts and anxiety I finally started feeling more like myself and trying to be be…|0|eva･ﾟ✧|105|196|1032|(-74.25909, 40.477399, -73.700272, 40.917577)
987110791009718273|Thu Apr 19 23:28:46 +0000 2018|Carol|RT @kaitlynnatwell_: Imagine watching a video of a human getting their limbs cut off while they are still alive. These beings have nerves a…|0|Moon Child Ⓥ|122|146|3624|(-74.25909, 40.477399, -73.700272, 40.917577)
987110790447665154|Thu Apr 19 23:28:46 +0000 2018|zay|RT @alisa_delgado: I really am a handful, and most of the times hard to handle. but I really am worth all of it in the end, so.|0|Lis|2497|1459|48983|(-74.25909, 40.477399, -73.700272, 40.917577)
987110796424433664|Thu Apr 19 23:28:48 +0000 2018|bob the builder|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|164|119|42|(-74.25909, 40.477399, -73.700272, 40.917577)
987110796067930112|Thu Apr 19 23:28:48 +0000 2018|din@.@ ?!?!|RT @The__Prototype: Nicki really worked her ass off all these years to end up in the same category with the disrespectful little white girl…|0|ㅤً|157|80|4604|(-74.25909, 40.477399, -73.700272, 40.917577)
987110799842922503|Thu Apr 19 23:28:48 +0000 2018|Jim Hartman|RT @ErieCoBlotter: Buffalo - 36 Covington Rd. Reported Unknown Type Explosion. Report of a vic trapped in a partially collapsed home. https…|0|Erie Co. Blotter|124|394|1922|(-74.25909, 40.477399, -73.700272, 40.917577)
987110800690237441|Thu Apr 19 23:28:49 +0000 2018|shelbaybay🖤|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|141|287|2788|(-74.25909, 40.477399, -73.700272, 40.917577)
987110801210212353|Thu Apr 19 23:28:49 +0000 2018|789|RT @nbougalis: @ZeusZissou @haydentiff @g2daghost @XRPTrump @PiggyPryme @wlord94 @Ratstrodamus @xrptipbot She schooled you. She identified…|0|Nik Bougalis|140|46|4684|(-74.25909, 40.477399, -73.700272, 40.917577)
987110801164111874|Thu Apr 19 23:28:49 +0000 2018|Des ✨|"RT @Prettynthin: “Suicidal VS. Suicide”
When someone ends up committing suicide, everyone is there and they feel bad. Saying how they didn’…"|0|Des ✨|11279|8420|99623|(-74.25909, 40.477399, -73.700272, 40.917577)
987110802464362501|Thu Apr 19 23:28:49 +0000 2018|Black Horehound|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|715|594|92310|(-74.25909, 40.477399, -73.700272, 40.917577)
987110802644647936|Thu Apr 19 23:28:49 +0000 2018|NIC🐻LE|@cinderoo So sweet!!! Thank youuuu!!! I'm gonna build a pc when I get back to van so it'll all work out in the end… https://t.co/MU9WWmfyeh|0|cindy!|877|250|45376|(-74.25909, 40.477399, -73.700272, 40.917577)
987110804171390976|Thu Apr 19 23:28:50 +0000 2018|Rosa|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|254|124|9333|(-74.25909, 40.477399, -73.700272, 40.917577)
987110804775473152|Thu Apr 19 23:28:50 +0000 2018|Rhaaa Abelungu|RT @The__Prototype: Nicki really worked her ass off all these years to end up in the same category with the disrespectful little white girl…|0|ㅤً|4139|681|85769|(-74.25909, 40.477399, -73.700272, 40.917577)
987110805375102977|Thu Apr 19 23:28:50 +0000 2018|chlo|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|545|269|1974|(-74.25909, 40.477399, -73.700272, 40.917577)
987110806348234753|Thu Apr 19 23:28:50 +0000 2018|Hannah Smith|RT @kaitlynnatwell_: Imagine watching a video of a human getting their limbs cut off while they are still alive. These beings have nerves a…|0|Moon Child Ⓥ|248|293|1882|(-74.25909, 40.477399, -73.700272, 40.917577)
987110807853989888|Thu Apr 19 23:28:50 +0000 2018|Mrs.Rose🇨🇻|RT @cheating: my playlist is so crazy got u thinkin i’m depressed to in-love and then a heartless savage|0|𝓫𝓸𝓸|99|138|1015|(-74.25909, 40.477399, -73.700272, 40.917577)
987110809430929409|Thu Apr 19 23:28:51 +0000 2018|Diana Pina|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|72|448|2048|(-74.25909, 40.477399, -73.700272, 40.917577)
987110810748112896|Thu Apr 19 23:28:51 +0000 2018|kavya ☁️|@DepressedDarth oh wow ani, dont make me as depressed as you|0|Darth Vader|579|398|18105|(-74.25909, 40.477399, -73.700272, 40.917577)
987110813272977408|Thu Apr 19 23:28:52 +0000 2018|julia ♡|RT @slashonsleeves: kids who could read at 12th grade level in 4th grade are all depressed and illiterate now|0|imma eat ur gorl out 👺|931|258|20369|(-74.25909, 40.477399, -73.700272, 40.917577)
